psnr_rgb,ssim_rgb,mse_rgb,entropy_gray,contrast_gray,sharpness_gray
28.725555240770454,0.27709942111296776,87.2016769475015,7.513784000487036,61.42465732448966,5049.231002117922
29.178484439398183,0.3075841874982541,78.56550690639818,7.281461653989619,59.69520028503015,4428.47236635066
28.78997368819174,0.22746572682873764,85.91776914573443,7.660928060190754,59.86329242459398,6159.557868397168
29.481509301542268,0.24487070618350085,73.27054648452518,7.301664406095671,74.16048551546474,4851.957548886998
28.56262894096304,0.30001230706463633,90.53520030221542,7.6806125845521445,54.40167068804269,4963.095568727282
28.63572278312883,0.4148806436025594,89.02420059458969,7.6960457943403355,54.59303473691448,5155.965177582311
29.07274495656359,0.19727123773849545,80.50185079292945,7.594875201948305,55.37061678445111,9182.410945326452
28.819984772030164,0.3155244419091139,85.32609761803687,7.461263699863834,49.559664433731804,4694.562571678566
28.84745833170443,0.19890448285503884,84.78802666001475,7.6075898450419155,49.43189495669762,9074.737308721373
28.472569829066877,0.19191699922746497,92.43221874186247,7.047201292234164,32.91137539137241,9604.220486473547
28.777878800878952,0.26774996741126994,86.1573793955191,7.721706212730039,62.19101667604073,5464.568295420865
29.108666540858493,0.3283604996373469,79.83874595675007,7.650051672013651,70.04254121024246,4813.899573736294
28.49564123310724,0.29566819468997035,91.94248499460002,7.407588384775888,41.53153255777989,5180.70438576317
28.33494487354972,0.2822741622296438,95.4082375921419,7.3881869991669635,42.882321161848544,4978.320323571864
28.116048680636958,0.2938606917764774,100.3403225602845,7.284972288603003,37.98852458728208,4874.163766017586
28.4471725304204,0.33527392786321175,92.97434079732788,7.787554069151831,62.336755504206856,4876.573739170057
28.539311333373767,0.31857482086323086,91.02259808229674,7.780545918955566,60.88986773062456,4676.1426492924365
29.65384225572268,0.22900462819145723,70.42001857592166,6.926282569316252,67.39712245091768,4770.8116424484515
28.593747171580244,0.2915339489259758,89.8888126256101,7.591684441545995,66.06997289645474,4955.564889983996
28.8105127003883,0.23756238645491537,85.51239906852386,7.730632246093567,61.12633858618636,6186.330698420689
28.736011943117838,0.26221182474289517,86.99197013400637,7.310489944342445,43.735609330820616,5665.503319008398
28.53571502872436,0.3679288147553327,91.09800326878393,7.75490478454388,58.21653593926485,4811.068375524737
28.388877486110353,0.32621203738407345,94.23074229626124,7.6338699589791865,58.4051971258157,4671.134136350689
28.356099188551994,0.18072512605645916,94.94463778907017,7.574180368525615,48.236409558912335,9934.18141984012
28.2955093173997,0.31708846899063015,96.27852520485715,7.461445799880926,46.680909770841716,4638.5647452289695
28.579165331995455,0.2327013248173466,90.19112988690082,7.648574937056947,52.001312332525,7724.89072750424
28.849733916009022,0.29055224095796184,84.74361169014855,7.719163601379797,58.52503695298696,5375.570040615879
28.4926639803519,0.23540757398128045,92.00553665144322,7.626167891766639,51.209365866910545,6512.268733580504
28.480542640796255,0.28629951459920516,92.26268662072926,7.188783901030209,40.83201528289196,4999.761117850933
28.751538935172086,0.240058386887707,86.68150983764998,7.66393653654142,54.52590447217869,6351.2625509108675
28.451345190542945,0.2416079948231742,92.88505483340177,7.067607303063444,34.681943340465324,6452.2279793436055
28.66772047315981,0.41233706166488665,88.37070374835581,7.579900583583535,47.93175715844935,4935.855667477657
28.789586232011708,0.28328434894869275,85.9254346485254,7.671562171096432,57.690528692776965,4969.132828372512
28.76100157646262,0.30273627382408164,86.49284911784983,7.719411203431556,54.309639324943355,5154.85864154152
28.463463967702516,0.2879515036956929,92.62622488110857,7.7995299912621965,65.80058829260315,5000.774038427044
28.856176903591013,0.2730412707966391,84.61798328607824,7.600830664472982,57.28305681563356,7269.774231659796
28.452448262660745,0.3693670218929052,92.86146579240356,7.48484483863561,47.591572657210286,4733.155044281088
29.676049932920144,0.3807510208068227,70.06084444517867,7.138350203417428,68.51810664165494,3747.048358891248
28.788452761740224,0.23423528378919564,85.94786335540066,7.709171100834769,55.107651983241986,6496.578662046419
28.890248251379255,0.23813052580693284,83.95673399535285,7.647116618491502,66.46009460023913,5614.612614374672
28.662506888777006,0.28342262480424457,88.4768540211564,7.624691619979875,51.0826720441747,5013.405226374856
28.677206661393605,0.34728210177082425,88.1778884373398,7.7720244108765195,56.313362687031656,5070.673696448121
28.729247554546195,0.3015985922183331,87.12757075103326,7.676687655928627,54.59687624263619,4668.858129161008
28.654162491920264,0.21675495077708243,88.64701406866371,7.614914837797882,49.945833090318445,7464.955795428262
28.76939673742294,0.36028233519146735,86.3258149842424,7.711723854629765,63.25233973383734,4960.384243719648
29.18360713805875,0.2968336146682808,78.47288999256429,7.507630240254073,66.66629187417976,4838.884847352168
28.509621140138325,0.24986207475767575,91.64699865939349,7.606049153767665,51.53470589164493,7342.853321621367
28.374145225590567,0.2534955417356386,94.55093727152314,7.512474665054015,47.244704444832855,5895.794893464575
28.633985688271096,0.25517888703254726,89.0598156942175,7.198264278311533,36.01804024691794,6286.939521716221
28.064299675346987,0.4573578904874562,101.54309427764161,7.598683693854468,48.68316422139594,4519.570402085141
29.560104743808413,0.27117993676241403,71.95647607490709,7.343846533847236,77.32955565436089,4763.013792183582
28.652336552678204,0.29677898583896606,88.68429248229774,7.7500997417660855,58.728776438576325,4978.607126385068
28.65133167801673,0.29703906504418925,88.70481471153076,7.668771884827305,60.07687758946922,4740.938774978319
28.52835564216289,0.316378761477892,91.25250529644048,7.397645362536646,44.69833838485791,5289.857402345143
29.34819942136685,0.27139697896996956,75.55451441452807,7.206503058568271,56.553988266305396,4859.499855666349
29.091425956622004,0.27756638586676324,80.15631904228876,7.449173177612065,64.46872370929724,4593.842801986385
28.49640020843583,0.2689063329000911,91.92641848133626,7.544486923157954,49.52201522203768,6283.643288980647
28.65302387197971,0.3810440413308232,88.67025831760077,7.794775588445053,60.760110365171656,4376.948071275454
29.137103589058665,0.3048394425043329,79.31767984035254,7.578980222539608,70.19430967919783,4662.275358003882
29.448211070412103,0.2488932324642327,73.83448565121854,7.171435934646223,73.14872450884675,4925.182376173773
28.445866447905654,0.33955001869668966,93.0023057905007,7.8053418048427705,61.2426180490526,4903.75963809216
28.702581224785042,0.29591353232439077,87.66419283091794,7.710073137256823,60.70388030682167,4874.69183976012
28.29938699079328,0.21506253253055177,96.19259962425468,6.934626167803869,31.439131078650377,7034.3876375774125
29.34820870110694,0.23664167393398094,75.55435297441393,7.580649810629716,70.37939459499555,5493.371338939865
29.350550619765162,0.2198978554670436,75.51362152210422,6.954347524149277,67.74359473180114,4974.504788201023
28.446782681281178,0.28604358916748607,92.98268711419753,7.653304699211038,51.19871204548441,4964.284933578915
28.751836340489035,0.22945815821595453,86.67557408200295,7.695554312700787,53.19880120496349,6565.4390777167255
29.890943127889447,0.27055311225535006,66.67853480665823,7.335282553307748,75.09971309587543,4727.4556028497955
28.73949463671059,0.32817286990597816,86.92223751139254,7.657764187279038,51.93063338319201,4978.831174904248
28.415628428316246,0.2943548404816164,93.65209953636956,7.482853245425632,44.41140311951283,4945.363022826398
28.59101498978607,0.23889011165430366,89.94538019806049,7.645395755766758,50.03577953697797,7681.478090146179
28.633681923758346,0.32616409724091416,89.06604514422871,7.6999573477675245,52.763505115999045,4577.363245181066
28.657370444512402,0.2853036600102303,88.58155838637335,6.921851565505261,31.58359589557763,5264.346036229128
28.68075390480463,0.23854209061040613,88.10589564410323,6.938846836413198,30.716178898125058,7010.108598438923
28.484972499573903,0.40324436866985175,92.16862549054711,7.5270830908547435,45.979725357918134,5119.291527873178
28.607875853379845,0.4113777200222508,89.59685707656458,7.703414157761615,53.03186561219441,4884.476154107777
28.723858413505834,0.2501548631358012,87.23575407690343,7.722964847161925,59.82751860226613,6108.808679029452
28.686313348799946,0.318435503140539,87.99318262674079,7.702100004408092,53.973288773226905,5093.64501028916
29.232360638470738,0.27607108426014054,77.59688668921409,7.430931794463704,64.73881865231807,5033.6061512568385
28.156977290022404,0.36087639230931995,99.39914113568229,7.678147563173586,51.84084262215265,5490.073505038929
28.699048522323633,0.3167176859639661,87.73553094682478,7.738007187108541,58.1564159025135,4873.605141340056
28.64383147934523,0.29141884200384105,88.85813891358559,7.385131140839279,43.09383885857717,4923.883598891577
29.66844560119582,0.23498585506060132,70.18362578895938,7.324163025942522,78.45041272385899,4809.492890940953
29.26936071240221,0.35271910294200637,76.93860179811985,7.596617162863523,79.47746951323155,4892.891721475502
28.464933457386422,0.3271280965172403,92.59488894146986,7.7714061283968885,58.75399050586019,4547.2055362436295
29.456951476943395,0.25814890793213086,73.68603926541341,7.217088442209337,70.10609415023015,4690.369450232816
28.609380121167906,0.25007399281211645,89.5658287460606,7.6988762061876335,54.37256247476189,6149.950739431969
29.189477988845294,0.2941960149259212,78.3668809605814,7.301891281421337,61.079030908470834,4379.3679259670125
28.505780342400428,0.2171745275044139,91.72808494873772,7.15637216075067,37.1013734204118,7013.539529994863
28.29835904435637,0.2794942707176442,96.21537047382951,7.692064666578018,54.58077097445225,5591.558104368566
29.42033146639405,0.22376503954996613,74.30999194488679,7.3455540128504495,70.08629635790656,5612.7791814082175
28.541630384817886,0.2971495317980404,90.97400668905114,7.5727563779223,49.16465675314044,5202.881441312488
28.62834096749564,0.3737947687951992,89.17564600220535,7.786274612817495,56.036287412018595,4894.753985084372
28.839185807807223,0.3404238364695599,84.94968642334194,7.694410707004665,54.36084456865061,4962.413954188669
28.369367159524316,0.3064068409469975,94.65501854626959,7.3633658048278114,45.21152253915225,4751.371928398302
28.546183853433092,0.23229934301728575,90.8786727132701,7.647408844658221,50.04194986174249,6872.98640575494
29.504078284952556,0.24230341462020633,72.890769050165,7.082910145358744,70.31030348373969,4712.246612359891
28.388053267725684,0.300443552157533,94.24862741426908,7.568800126820844,48.788628425544715,4834.231566785291
28.459773686904196,0.3475485404335508,92.70496455165956,7.733085806513746,57.07127683744813,4810.402885479325
28.549737520388163,0.18537729276166567,90.80434055946156,7.570540293477979,47.086460817567406,10227.796546851447
29.02047175825433,0.24404128242091025,81.47665390812963,7.632091921125801,58.444108368968784,6171.883109687965
